,pnl
2024-01-03 08:00:00+00:00,-1514.7059859999986
2024-01-05 08:00:00+00:00,940.4628859999995
2024-01-08 08:00:00+00:00,-1349.035577999999
2024-01-10 08:00:00+00:00,764.1140040000023
2024-01-21 08:00:00+00:00,-152.0377000000023
2024-02-10 08:00:00+00:00,-451.21003000000053
2024-02-22 08:00:00+00:00,55.00219
2024-02-24 08:00:00+00:00,-93.2269000000029
2024-02-28 08:00:00+00:00,-1524.8699589999992
2024-03-01 08:00:00+00:00,1590.4197320000033
2024-03-02 08:00:00+00:00,422.9880540000035
2024-03-03 08:00:00+00:00,-2596.311767999998
2024-03-04 08:00:00+00:00,949.8141199999953
2024-03-05 08:00:00+00:00,2361.833755999994
2024-03-07 08:00:00+00:00,1208.7649959999992
2024-03-08 08:00:00+00:00,542.3324560000001
2024-03-09 08:00:00+00:00,-255.163800000007
2024-03-10 08:00:00+00:00,538.4930000000066
2024-03-12 08:00:00+00:00,250.93299199999916
2024-03-13 08:00:00+00:00,2237.460433999993
2024-03-14 08:00:00+00:00,-4769.441506000005
2024-03-15 08:00:00+00:00,693.518803999995
2024-03-19 08:00:00+00:00,1361.4230640000026
2024-03-22 08:00:00+00:00,119.21295900000047
2024-03-27 08:00:00+00:00,563.6348670000025
2024-03-28 08:00:00+00:00,728.1616120000045
2024-04-08 08:00:00+00:00,2568.7161280000037
2024-04-10 08:00:00+00:00,95.70111300000531
2024-04-21 08:00:00+00:00,443.3363130000005
2024-07-27 08:00:00+00:00,2015.3254629999947
2024-11-05 08:00:00+00:00,-1711.421243999998
2025-01-23 08:00:00+00:00,-1166.1447699999985
2025-01-29 08:00:00+00:00,-114.99423600000468
2025-02-28 08:00:00+00:00,-3033.8843479999928
2025-03-12 08:00:00+00:00,2028.5409739999989
2025-04-02 08:00:00+00:00,751.3907299999972
2025-04-08 08:00:00+00:00,517.1114159999945
2025-09-28 08:00:00+00:00,-1187.4291780000053
2025-10-19 08:00:00+00:00,-2280.103351999997
2025-10-26 08:00:00+00:00,-1485.8188520000003
2025-10-29 08:00:00+00:00,-137.59426000000528
2025-11-19 08:00:00+00:00,1089.9928
2025-12-07 08:00:00+00:00,-1234.4869799999938
2025-12-14 08:00:00+00:00,1187.0549729999998
2025-12-21 08:00:00+00:00,1051.2356879999948
2025-12-28 08:00:00+00:00,-237.1709919999929
