leg,instrument_name,strike,option_type,expiry,entry_price,entry_iv,entry_underlying,entry_gap_hours,data_quality_ok,session_start,session_close,session_type,session_dow,spot_at_open
atm_put,BTC-10JAN21-40000-P,40000.0,P,2021-01-10 08:00:00+00:00,0.038,1.5816,39611.27,0.12,True,2021-01-09 08:00:00+00:00,2021-01-10 08:00:00+00:00,weekend,saturday,40214.91
otm_call,BTC-10JAN21-46000-C,46000.0,C,2021-01-10 08:00:00+00:00,0.003,1.8389,39812.64,0.21,True,2021-01-09 08:00:00+00:00,2021-01-10 08:00:00+00:00,weekend,saturday,40214.91
otm_put,BTC-10JAN21-34000-P,34000.0,P,2021-01-10 08:00:00+00:00,0.003,2.0262,39735.92,0.13,True,2021-01-09 08:00:00+00:00,2021-01-10 08:00:00+00:00,weekend,saturday,40214.91
atm_call,BTC-11JAN21-41000-C,41000.0,C,2021-01-11 08:00:00+00:00,0.0335,1.5423,41085.58,0.02,True,2021-01-10 08:00:00+00:00,2021-01-11 08:00:00+00:00,weekend,sunday,40908.59
atm_put,BTC-11JAN21-41000-P,41000.0,P,2021-01-11 08:00:00+00:00,0.0295,1.5078,41133.74,0.01,True,2021-01-10 08:00:00+00:00,2021-01-11 08:00:00+00:00,weekend,sunday,40908.59
otm_call,BTC-11JAN21-47000-C,47000.0,C,2021-01-11 08:00:00+00:00,0.0015,1.5128,41023.6,0.08,True,2021-01-10 08:00:00+00:00,2021-01-11 08:00:00+00:00,weekend,sunday,40908.59
otm_put,BTC-11JAN21-35000-P,35000.0,P,2021-01-11 08:00:00+00:00,0.0025,1.9839,41085.33,0.02,True,2021-01-10 08:00:00+00:00,2021-01-11 08:00:00+00:00,weekend,sunday,40908.59
atm_call,BTC-12JAN21-35000-C,35000.0,C,2021-01-12 08:00:00+00:00,0.036,1.5505000000000002,35257.73,0.49,True,2021-01-11 08:00:00+00:00,2021-01-12 08:00:00+00:00,weekday,monday,35419.82
atm_put,BTC-12JAN21-35000-P,35000.0,P,2021-01-12 08:00:00+00:00,0.024,1.5917,35645.35,0.73,True,2021-01-11 08:00:00+00:00,2021-01-12 08:00:00+00:00,weekday,monday,35419.82
otm_call,BTC-12JAN21-41000-C,41000.0,C,2021-01-12 08:00:00+00:00,0.002,1.6471,35724.05,0.85,True,2021-01-11 08:00:00+00:00,2021-01-12 08:00:00+00:00,weekday,monday,35419.82
otm_put,BTC-12JAN21-30000-P,30000.0,P,2021-01-12 08:00:00+00:00,0.0035,2.1416,35163.96,0.36,True,2021-01-11 08:00:00+00:00,2021-01-12 08:00:00+00:00,weekday,monday,35419.82
atm_call,BTC-13JAN21-36000-C,36000.0,C,2021-01-13 08:00:00+00:00,0.0345,1.5830000000000002,36104.46,0.5,True,2021-01-12 08:00:00+00:00,2021-01-13 08:00:00+00:00,weekday,tuesday,35776.17
atm_put,BTC-13JAN21-36000-P,36000.0,P,2021-01-13 08:00:00+00:00,0.0265,1.3352000000000002,36082.33,0.09,True,2021-01-12 08:00:00+00:00,2021-01-13 08:00:00+00:00,weekday,tuesday,35776.17
otm_call,BTC-13JAN21-40000-C,40000.0,C,2021-01-13 08:00:00+00:00,0.004,1.5338,36080.22,0.09,True,2021-01-12 08:00:00+00:00,2021-01-13 08:00:00+00:00,weekday,tuesday,35776.17
