leg,instrument_name,strike,option_type,expiry,entry_price,entry_iv,entry_underlying,entry_gap_hours,data_quality_ok,session_start,session_close,session_type,session_dow,spot_at_open
atm_put,BTC-11OCT22-19250-P,19250.0,P,2022-10-11 08:00:00+00:00,0.0115,0.5393,19235.36,0.92,True,2022-10-10 08:00:00+00:00,2022-10-11 08:00:00+00:00,weekday,monday,19414.29
otm_call,BTC-11OCT22-20500-C,20500.0,C,2022-10-11 08:00:00+00:00,0.0005,0.6720999999999999,19275.65,1.28,True,2022-10-10 08:00:00+00:00,2022-10-11 08:00:00+00:00,weekday,monday,19414.29
otm_put,BTC-11OCT22-18000-P,18000.0,P,2022-10-11 08:00:00+00:00,0.0005,0.7263,19252.81,1.11,True,2022-10-10 08:00:00+00:00,2022-10-11 08:00:00+00:00,weekday,monday,19414.29
atm_call,BTC-12OCT22-19000-C,19000.0,C,2022-10-12 08:00:00+00:00,0.0125,0.4841,19086.74,0.03,True,2022-10-11 08:00:00+00:00,2022-10-12 08:00:00+00:00,weekday,tuesday,19080.5
atm_put,BTC-12OCT22-19000-P,19000.0,P,2022-10-12 08:00:00+00:00,0.008,0.4792,19081.62,0.01,True,2022-10-11 08:00:00+00:00,2022-10-12 08:00:00+00:00,weekday,tuesday,19080.5
otm_call,BTC-12OCT22-20500-C,20500.0,C,2022-10-12 08:00:00+00:00,0.0005,0.732,19101.42,0.1,True,2022-10-11 08:00:00+00:00,2022-10-12 08:00:00+00:00,weekday,tuesday,19080.5
otm_put,BTC-12OCT22-18000-P,18000.0,P,2022-10-12 08:00:00+00:00,0.0005,0.6333,19085.16,0.01,True,2022-10-11 08:00:00+00:00,2022-10-12 08:00:00+00:00,weekday,tuesday,19080.5
atm_call,BTC-13OCT22-19000-C,19000.0,C,2022-10-13 08:00:00+00:00,0.014,0.5186,19116.36,0.15,True,2022-10-12 08:00:00+00:00,2022-10-13 08:00:00+00:00,weekday,wednesday,19108.89
atm_put,BTC-13OCT22-19000-P,19000.0,P,2022-10-13 08:00:00+00:00,0.008,0.5061,19109.85,0.0,True,2022-10-12 08:00:00+00:00,2022-10-13 08:00:00+00:00,weekday,wednesday,19108.89
otm_call,BTC-13OCT22-20000-C,20000.0,C,2022-10-13 08:00:00+00:00,0.0005,0.5127,19112.34,0.01,True,2022-10-12 08:00:00+00:00,2022-10-13 08:00:00+00:00,weekday,wednesday,19108.89
otm_put,BTC-13OCT22-18000-P,18000.0,P,2022-10-13 08:00:00+00:00,0.0005,0.6426000000000001,19109.28,0.0,True,2022-10-12 08:00:00+00:00,2022-10-13 08:00:00+00:00,weekday,wednesday,19108.89
atm_call,BTC-14OCT22-19000-C,19000.0,C,2022-10-14 08:00:00+00:00,0.0195,0.9768,19000.3,0.49,True,2022-10-13 08:00:00+00:00,2022-10-14 08:00:00+00:00,weekday,thursday,19003.32
atm_put,BTC-14OCT22-19000-P,19000.0,P,2022-10-14 08:00:00+00:00,0.0205,0.9542,18997.2,0.47,True,2022-10-13 08:00:00+00:00,2022-10-14 08:00:00+00:00,weekday,thursday,19003.32
otm_call,BTC-14OCT22-22000-C,22000.0,C,2022-10-14 08:00:00+00:00,0.0005,1.3724,19028.25,1.34,True,2022-10-13 08:00:00+00:00,2022-10-14 08:00:00+00:00,weekday,thursday,19003.32
otm_put,BTC-14OCT22-16500-P,16500.0,P,2022-10-14 08:00:00+00:00,0.0005,1.3457,19030.32,0.58,True,2022-10-13 08:00:00+00:00,2022-10-14 08:00:00+00:00,weekday,thursday,19003.32
atm_call,BTC-15OCT22-19750-C,19750.0,C,2022-10-15 08:00:00+00:00,0.006,0.4699,19584.17,0.87,True,2022-10-14 08:00:00+00:00,2022-10-15 08:00:00+00:00,weekday,friday,19644.62
atm_put,BTC-15OCT22-19750-P,19750.0,P,2022-10-15 08:00:00+00:00,0.0145,0.5071,19609.23,0.74,True,2022-10-14 08:00:00+00:00,2022-10-15 08:00:00+00:00,weekday,friday,19644.62
otm_call,BTC-15OCT22-20500-C,20500.0,C,2022-10-15 08:00:00+00:00,0.0005,0.5075999999999999,19614.1,0.71,True,2022-10-14 08:00:00+00:00,2022-10-15 08:00:00+00:00,weekday,friday,19644.62
otm_put,BTC-15OCT22-18500-P,18500.0,P,2022-10-15 08:00:00+00:00,0.0005,0.639,19608.17,0.74,True,2022-10-14 08:00:00+00:00,2022-10-15 08:00:00+00:00,weekday,friday,19644.62
atm_call,BTC-16OCT22-19250-C,19250.0,C,2022-10-16 08:00:00+00:00,0.004,0.2917,19158.81,0.23,True,2022-10-15 08:00:00+00:00,2022-10-16 08:00:00+00:00,weekend,saturday,19174.94
atm_put,BTC-16OCT22-19250-P,19250.0,P,2022-10-16 08:00:00+00:00,0.009,0.2657,19127.7,0.56,True,2022-10-15 08:00:00+00:00,2022-10-16 08:00:00+00:00,weekend,saturday,19174.94
otm_call,BTC-16OCT22-19750-C,19750.0,C,2022-10-16 08:00:00+00:00,0.0005,0.3716,19163.21,0.31,True,2022-10-15 08:00:00+00:00,2022-10-16 08:00:00+00:00,weekend,saturday,19174.94
otm_put,BTC-16OCT22-18500-P,18500.0,P,2022-10-16 08:00:00+00:00,0.0005,0.4217,19161.77,0.24,True,2022-10-15 08:00:00+00:00,2022-10-16 08:00:00+00:00,weekend,saturday,19174.94
atm_call,BTC-17OCT22-19250-C,19250.0,C,2022-10-17 08:00:00+00:00,0.0045,0.3378,19137.81,0.03,True,2022-10-16 08:00:00+00:00,2022-10-17 08:00:00+00:00,weekend,sunday,19139.06
atm_put,BTC-17OCT22-19250-P,19250.0,P,2022-10-17 08:00:00+00:00,0.0085,0.3,19172.32,0.76,True,2022-10-16 08:00:00+00:00,2022-10-17 08:00:00+00:00,weekend,sunday,19139.06
otm_call,BTC-17OCT22-20000-C,20000.0,C,2022-10-17 08:00:00+00:00,0.0005,0.4982999999999999,19141.45,0.1,True,2022-10-16 08:00:00+00:00,2022-10-17 08:00:00+00:00,weekend,sunday,19139.06
otm_put,BTC-17OCT22-18000-P,18000.0,P,2022-10-17 08:00:00+00:00,0.0005,0.6659999999999999,19150.85,0.22,True,2022-10-16 08:00:00+00:00,2022-10-17 08:00:00+00:00,weekend,sunday,19139.06
atm_call,BTC-18OCT22-19250-C,19250.0,C,2022-10-18 08:00:00+00:00,0.0125,0.5394,19298.32,0.02,True,2022-10-17 08:00:00+00:00,2022-10-18 08:00:00+00:00,weekday,monday,19297.33
atm_put,BTC-18OCT22-19250-P,19250.0,P,2022-10-18 08:00:00+00:00,0.0095,0.5115,19298.03,0.0,True,2022-10-17 08:00:00+00:00,2022-10-18 08:00:00+00:00,weekday,monday,19297.33
otm_call,BTC-18OCT22-20500-C,20500.0,C,2022-10-18 08:00:00+00:00,0.0005,0.6442,19345.5,1.52,True,2022-10-17 08:00:00+00:00,2022-10-18 08:00:00+00:00,weekday,monday,19297.33
otm_put,BTC-18OCT22-18000-P,18000.0,P,2022-10-18 08:00:00+00:00,0.0005,0.7275,19280.28,0.27,True,2022-10-17 08:00:00+00:00,2022-10-18 08:00:00+00:00,weekday,monday,19297.33
atm_call,BTC-19OCT22-19750-C,19750.0,C,2022-10-19 08:00:00+00:00,0.0055,0.4106,19616.7,0.29,True,2022-10-18 08:00:00+00:00,2022-10-19 08:00:00+00:00,weekday,tuesday,19671.55
atm_put,BTC-19OCT22-19500-P,19500.0,P,2022-10-19 08:00:00+00:00,0.006,0.4236,19626.35,0.2,True,2022-10-18 08:00:00+00:00,2022-10-19 08:00:00+00:00,weekday,tuesday,19671.55
otm_call,BTC-19OCT22-20500-C,20500.0,C,2022-10-19 08:00:00+00:00,0.0005,0.4972999999999999,19626.23,0.2,True,2022-10-18 08:00:00+00:00,2022-10-19 08:00:00+00:00,weekday,tuesday,19671.55
otm_put,BTC-19OCT22-15000-P,15000.0,P,2022-10-19 08:00:00+00:00,0.0005,2.3347,19613.54,0.41,True,2022-10-18 08:00:00+00:00,2022-10-19 08:00:00+00:00,weekday,tuesday,19671.55
atm_call,BTC-20OCT22-19250-C,19250.0,C,2022-10-20 08:00:00+00:00,0.0065,0.3544,19218.41,0.09,True,2022-10-19 08:00:00+00:00,2022-10-20 08:00:00+00:00,weekday,wednesday,19218.92
atm_put,BTC-20OCT22-19250-P,19250.0,P,2022-10-20 08:00:00+00:00,0.008,0.3522,19229.9,0.11,True,2022-10-19 08:00:00+00:00,2022-10-20 08:00:00+00:00,weekday,wednesday,19218.92
otm_call,BTC-20OCT22-20000-C,20000.0,C,2022-10-20 08:00:00+00:00,0.0005,0.4578,19224.91,0.08,True,2022-10-19 08:00:00+00:00,2022-10-20 08:00:00+00:00,weekday,wednesday,19218.92
otm_put,BTC-20OCT22-18500-P,18500.0,P,2022-10-20 08:00:00+00:00,0.0005,0.4483,19223.66,0.1,True,2022-10-19 08:00:00+00:00,2022-10-20 08:00:00+00:00,weekday,wednesday,19218.92
atm_call,BTC-21OCT22-19000-C,19000.0,C,2022-10-21 08:00:00+00:00,0.0135,0.4382,19154.83,0.11,True,2022-10-20 08:00:00+00:00,2022-10-21 08:00:00+00:00,weekday,thursday,19143.54
atm_put,BTC-21OCT22-19000-P,19000.0,P,2022-10-21 08:00:00+00:00,0.0065,0.4775999999999999,19155.08,0.12,True,2022-10-20 08:00:00+00:00,2022-10-21 08:00:00+00:00,weekday,thursday,19143.54
otm_call,BTC-21OCT22-20000-C,20000.0,C,2022-10-21 08:00:00+00:00,0.0005,0.4951,19152.41,0.12,True,2022-10-20 08:00:00+00:00,2022-10-21 08:00:00+00:00,weekday,thursday,19143.54
otm_put,BTC-21OCT22-18000-P,18000.0,P,2022-10-21 08:00:00+00:00,0.0005,0.6642,19155.06,0.11,True,2022-10-20 08:00:00+00:00,2022-10-21 08:00:00+00:00,weekday,thursday,19143.54
atm_call,BTC-22OCT22-19000-C,19000.0,C,2022-10-22 08:00:00+00:00,0.006,0.3218,18978.51,0.92,True,2022-10-21 08:00:00+00:00,2022-10-22 08:00:00+00:00,weekday,friday,19027.04
atm_put,BTC-22OCT22-19000-P,19000.0,P,2022-10-22 08:00:00+00:00,0.0075,0.3298,18973.68,0.92,True,2022-10-21 08:00:00+00:00,2022-10-22 08:00:00+00:00,weekday,friday,19027.04
otm_call,BTC-22OCT22-19750-C,19750.0,C,2022-10-22 08:00:00+00:00,0.0005,0.4750999999999999,18979.63,1.52,True,2022-10-21 08:00:00+00:00,2022-10-22 08:00:00+00:00,weekday,friday,19027.04
otm_put,BTC-22OCT22-17500-P,17500.0,P,2022-10-22 08:00:00+00:00,0.0005,0.8784000000000001,19010.15,1.88,True,2022-10-21 08:00:00+00:00,2022-10-22 08:00:00+00:00,weekday,friday,19027.04
atm_call,BTC-23OCT22-19250-C,19250.0,C,2022-10-23 08:00:00+00:00,0.004,0.2788,19172.6,0.07,True,2022-10-22 08:00:00+00:00,2022-10-23 08:00:00+00:00,weekend,saturday,19163.58
atm_put,BTC-23OCT22-19250-P,19250.0,P,2022-10-23 08:00:00+00:00,0.008,0.2602,19162.54,0.71,True,2022-10-22 08:00:00+00:00,2022-10-23 08:00:00+00:00,weekend,saturday,19163.58
otm_call,BTC-23OCT22-19500-C,19500.0,C,2022-10-23 08:00:00+00:00,0.0005,0.2386,19172.35,0.07,True,2022-10-22 08:00:00+00:00,2022-10-23 08:00:00+00:00,weekend,saturday,19163.58
otm_put,BTC-23OCT22-18500-P,18500.0,P,2022-10-23 08:00:00+00:00,0.0005,0.4343,19159.16,1.87,True,2022-10-22 08:00:00+00:00,2022-10-23 08:00:00+00:00,weekend,saturday,19163.58
atm_call,BTC-24OCT22-19250-C,19250.0,C,2022-10-24 08:00:00+00:00,0.003,0.2353,19163.97,0.0,True,2022-10-23 08:00:00+00:00,2022-10-24 08:00:00+00:00,weekend,sunday,19164.34
atm_put,BTC-24OCT22-19250-P,19250.0,P,2022-10-24 08:00:00+00:00,0.0085,0.2983,19170.52,0.29,True,2022-10-23 08:00:00+00:00,2022-10-24 08:00:00+00:00,weekend,sunday,19164.34
otm_call,BTC-24OCT22-19750-C,19750.0,C,2022-10-24 08:00:00+00:00,0.0005,0.3693999999999999,19173.64,0.65,True,2022-10-23 08:00:00+00:00,2022-10-24 08:00:00+00:00,weekend,sunday,19164.34
otm_put,BTC-24OCT22-18500-P,18500.0,P,2022-10-24 08:00:00+00:00,0.0005,0.4211,19162.9,0.18,True,2022-10-23 08:00:00+00:00,2022-10-24 08:00:00+00:00,weekend,sunday,19164.34
atm_call,BTC-25OCT22-19250-C,19250.0,C,2022-10-25 08:00:00+00:00,0.01,0.3887,19321.12,0.07,True,2022-10-24 08:00:00+00:00,2022-10-25 08:00:00+00:00,weekday,monday,19324.65
atm_put,BTC-25OCT22-19250-P,19250.0,P,2022-10-25 08:00:00+00:00,0.006,0.3711,19325.21,0.01,True,2022-10-24 08:00:00+00:00,2022-10-25 08:00:00+00:00,weekday,monday,19324.65
otm_call,BTC-25OCT22-20250-C,20250.0,C,2022-10-25 08:00:00+00:00,0.0005,0.5229,19326.92,0.0,True,2022-10-24 08:00:00+00:00,2022-10-25 08:00:00+00:00,weekday,monday,19324.65
otm_put,BTC-25OCT22-18000-P,18000.0,P,2022-10-25 08:00:00+00:00,0.0005,0.7442,19318.53,0.3,True,2022-10-24 08:00:00+00:00,2022-10-25 08:00:00+00:00,weekday,monday,19324.65
atm_call,BTC-26OCT22-19250-C,19250.0,C,2022-10-26 08:00:00+00:00,0.008,0.308,19308.37,0.09,True,2022-10-25 08:00:00+00:00,2022-10-26 08:00:00+00:00,weekday,tuesday,19306.62
atm_put,BTC-26OCT22-19250-P,19250.0,P,2022-10-26 08:00:00+00:00,0.005,0.3126,19313.51,0.06,True,2022-10-25 08:00:00+00:00,2022-10-26 08:00:00+00:00,weekday,tuesday,19306.62
otm_call,BTC-26OCT22-20000-C,20000.0,C,2022-10-26 08:00:00+00:00,0.0005,0.4147,19313.41,0.06,True,2022-10-25 08:00:00+00:00,2022-10-26 08:00:00+00:00,weekday,tuesday,19306.62
otm_put,BTC-26OCT22-18500-P,18500.0,P,2022-10-26 08:00:00+00:00,0.0005,0.4938,19313.72,0.06,True,2022-10-25 08:00:00+00:00,2022-10-26 08:00:00+00:00,weekday,tuesday,19306.62
atm_call,BTC-27OCT22-20500-C,20500.0,C,2022-10-27 08:00:00+00:00,0.015,0.4932999999999999,20680.14,0.91,True,2022-10-26 08:00:00+00:00,2022-10-27 08:00:00+00:00,weekday,wednesday,20354.75
atm_put,BTC-27OCT22-20250-P,20250.0,P,2022-10-27 08:00:00+00:00,0.0035,0.5357,20676.91,0.87,True,2022-10-26 08:00:00+00:00,2022-10-27 08:00:00+00:00,weekday,wednesday,20354.75
otm_call,BTC-27OCT22-22000-C,22000.0,C,2022-10-27 08:00:00+00:00,0.001,0.7587,20689.61,0.86,True,2022-10-26 08:00:00+00:00,2022-10-27 08:00:00+00:00,weekday,wednesday,20354.75
otm_put,BTC-27OCT22-17500-P,17500.0,P,2022-10-27 08:00:00+00:00,0.0005,1.58,20653.15,1.8,True,2022-10-26 08:00:00+00:00,2022-10-27 08:00:00+00:00,weekday,wednesday,20354.75
atm_call,BTC-28OCT22-20500-C,20500.0,C,2022-10-28 08:00:00+00:00,0.0155,0.4824,20697.38,0.76,True,2022-10-27 08:00:00+00:00,2022-10-28 08:00:00+00:00,weekday,thursday,20715.33
atm_put,BTC-28OCT22-20500-P,20500.0,P,2022-10-28 08:00:00+00:00,0.005,0.4638,20730.19,0.6,True,2022-10-27 08:00:00+00:00,2022-10-28 08:00:00+00:00,weekday,thursday,20715.33
otm_call,BTC-28OCT22-22000-C,22000.0,C,2022-10-28 08:00:00+00:00,0.0005,0.6506000000000001,20715.79,0.92,True,2022-10-27 08:00:00+00:00,2022-10-28 08:00:00+00:00,weekday,thursday,20715.33
otm_put,BTC-28OCT22-19000-P,19000.0,P,2022-10-28 08:00:00+00:00,0.0005,0.8919,20729.4,0.66,True,2022-10-27 08:00:00+00:00,2022-10-28 08:00:00+00:00,weekday,thursday,20715.33
atm_call,BTC-29OCT22-20000-C,20000.0,C,2022-10-29 08:00:00+00:00,0.013,0.346,20197.67,0.77,True,2022-10-28 08:00:00+00:00,2022-10-29 08:00:00+00:00,weekday,friday,20082.3
